    ars    |                           gen                           |                                    st_extent                                     
 064360012 | Sulzbach (Taunus)                                       | BOX(8.503043784177773 50.11587035825446,8.559038885019914 50.150597401085335)
 097800140 | Sulzberg                                                | BOX(10.30405907231705 47.616497861928515,10.424553850143015 47.692111294860105)
 091740146 | Sulzemoos                                               | BOX(11.215922948867911 48.26042446409275,11.30588307949436 48.314841084545755)
 150830490 | Sülzetal                                                | BOX(11.446717324186265 51.962296828845176,11.637069020265475 52.069738278088316)
 082155007 | Sulzfeld                                                | BOX(8.78372601806957 49.0800177329986,8.894172322817532 49.1319744835039)
 096739457 | Sulzfelder Forst                                        | BOX(10.4123734338747 50.221163862553176,10.443165356375331 50.24556450842146)
 093755338 | Sünching                                                | BOX(12.23633049009044 48.83966359625614,12.45755396382228 48.948769605948705)
 059580044 | Sundern (Sauerland)                                     | BOX(7.9010695903915 51.2331655193557,8.132001651507265 51.3941868285093)
 091890148 | Surberg                                                 | BOX(12.649944063376118 47.83982028405824,12.748237840455857 47.896232938018606)
 010550041 | Süsel                                                   | BOX(10.590938726005328 54.04582974506916,10.760845160340072 54.14682852236528)
 053820064 | Swisttal                                                | BOX(6.854292878794944 50.63571167336346,6.996749427428711 50.73413106216344)
 032510041 | Syke                                                    | BOX(8.73135937562929 52.8359554977222,8.952621855963804 52.97403378003933)
 010540168 | Sylt                                                    | BOX(8.282136027392063 54.794003509633626,8.56423690668245 54.93070807085083)
 097735714 | Syrgenstein                                             | BOX(10.254379812482055 48.59551798238422,10.37852650767596 48.70354711794496)
 091890149 | Tacherting                                              | BOX(12.436020444214895 48.042853635195605,12.584143486944676 48.11928864111769)
 160670065 | Tambach-Dietharz/Thür. Wald                             | BOX(10.537485624857256 50.7241814853539,10.651359297528828 50.809211234175955)
 150900546 | Tangerhütte                                             | BOX(11.587162383558583 52.33157799917611,12.002139183001635 52.54324601678688)
 150900550 | Tangermünde                                             | BOX(11.874461648298537 52.444657247749085,12.016012038503188 52.64482759835071)
 010620076 | Tangstedt                                               | BOX(10.022741462240306 53.697020618478646,10.17047950332632 53.77039906153481)
 092775243 | Tann                                                    | BOX(12.848132171484226 48.25816441061411,12.969907497742616 48.39703408415995)
 160750132 | Tanna                                                   | BOX(11.730756105673844 50.44945794804747,11.964839854240962 50.543114103279414)
 093745330 | Tännesberg                                              | BOX(12.218389415242518 49.50390547543115,12.40375703240173 49.621095214059466)
 081365009 | Tannhausen                                              | BOX(10.253656077758722 48.89309641918419,10.457107387714885 49.031923233188046)
 066310023 | Tann (Rhön)                                             | BOX(9.947575158790956 50.57718386329638,10.082964841544552 50.67660256630383)
 097790218 | Tapfheim                                                | BOX(10.620890852764363 48.647763114958586,10.748752582139746 48.7279369744025)
 033575407 | Tarmstedt                                               | BOX(8.989130023237948 53.144144200505345,9.254069446673036 53.3367711523057)
 081285004 | Tauberbischofsheim                                      | BOX(9.499369757497746 49.544996713739046,9.841172423466688 49.73136145673584)
 147300300 | Taucha                                                  | BOX(12.45724968706609 51.360468499700566,12.576158958316027 51.42414651260473)
 120670493 | Tauche                                                  | BOX(14.005856657242758 52.04877482069601,14.211250027067328 52.21121925342907)
 091840145 | Taufkirchen                                             | BOX(11.584801045635015 48.00328917064858,11.675741523077612 48.05542425396626)
 091770139 | Taufkirchen (Vils)                                      | BOX(12.045109313131855 48.29248934774381,12.246121623431723 48.398162601727414)
 064390015 | Taunusstein                                             | BOX(8.100310710149163 50.09374874052734,8.242423765603125 50.22101079780562)
 055660088 | Tecklenburg                                             | BOX(7.685007027492365 52.17625461023627,7.928134620873965 52.262330952162294)
 093750204 | Tegernheim                                              | BOX(12.158770282872966 49.006833910374745,12.213657131325572 49.05617905925194)
 091820132 | Tegernsee                                               | BOX(11.718670084469924 47.68900783493537,11.813194121432915 47.74784661697526)
 082355005 | Teinachtal                                              | BOX(8.544503135067206 48.61356063496655,8.733739929005875 48.72873171034655)
 091720134 | Teisendorf                                              | BOX(12.728451503208747 47.80407665942294,12.91430892175619 47.892804289190586)
 091710131 | Teising                                                 | BOX(12.585389051310834 48.21795460603247,12.635325566509366 48.24252341718095)
 092760143 | Teisnach                                                | BOX(12.98425368644235 48.98847403556769,13.099174941556726 49.04645215098263)
 055700044 | Telgte                                                  | BOX(7.704022399625254 51.93028523439413,7.896367705186128 52.064232224382835)
 120690616 | Teltow                                                  | BOX(13.233459050649744 52.35015770704061,13.31277603711114 52.41645128544967)
 120685807 | Temnitz                                                 | BOX(12.530626276539511 52.806199017224685,12.79233231367413 53.047117109519775)
 120730572 | Templin                                                 | BOX(13.321776061716752 52.986825940350016,13.672051471415717 53.21715740092166)
 083350080 | Tengen                                                  | BOX(8.61386858639943 47.75818055328971,8.733354611372933 47.86950263673147)
 130725262 | Tessin                                                  | BOX(12.33594004530389 53.95108683063147,12.659145823106025 54.09784182705997)
 130720106 | Teterow                                                 | BOX(12.505803771801169 53.740992285022806,12.664453196417215 53.810978410116675)
 094760179 | Tettau                                                  | BOX(11.245056036381776 50.39420350278878,11.318895615955693 50.48556597555027)
 092750149 | Tettenweis                                              | BOX(13.225774708081325 48.408659746810336,13.316707663626598 48.46442409893466)
 084355006 | Tettnang                                                | BOX(9.544269197962533 47.60370383235293,9.744343821177646 47.705517107123526)
 093760170 | Teublitz                                                | BOX(12.032405925025992 49.203237726919234,12.161499710704634 49.264437461153975)
 150840490 | Teuchern                                                | BOX(11.882257547102494 51.082049892400654,12.108028709868647 51.16697044665296)
 094765433 | Teuschnitz                                              | BOX(11.353776145053137 50.34586572000701,11.492733561401273 50.44336648317377)
 150880365 | Teutschenthal                                           | BOX(11.703462175758746 51.390027542695925,11.93098282747881 51.49800220758903)
 150850330 | Thale                                                   | BOX(10.886679130208854 51.66106934204965,11.1149733595939 51.838436787491375)
 073405009 | Thaleischweiler-Wallhalben                              | BOX(7.438476712099586 49.19666140217367,7.632212155195475 49.37698657303087)
 072315006 | Thalfang am Erbeskopf                                   | BOX(6.875374630654636 49.67299232257307,7.106068468391917 49.84189315518892)
 145210620 | Thalheim/Erzgeb.                                        | BOX(12.81927168489158 50.67710682968457,12.874603148281162 50.72059757545428)
 147290380 | Thallwitz                                               | BOX(12.645238576179175 51.38088875958195,12.830789739832012 51.46865337590528)
 093750205 | Thalmassing                                             | BOX(12.079670585883637 48.869945340993716,12.19767170142806 48.94861156902285)
 095760148 | Thalmässing                                             | BOX(11.159704814300765 49.04591606413622,11.294259161106567 49.15688358049358)
 097745732 | Thannhausen                                             | BOX(10.404163599848172 48.21457920273329,10.521768868715906 48.33007074213345)
 146285240 | Tharandt                                                | BOX(13.4281387763643 50.92131461751327,13.612625754899968 51.012515281216665)
 033615401 | Thedinghausen                                           | BOX(8.90369782317702 52.88852746540522,9.188720759523045 53.00960114977046)
 096790193 | Theilheim                                               | BOX(10.004184516903555 49.74043072192193,10.06005956350328 49.77684564912355)
 096745613 | Theres                                                  | BOX(10.320344673127487 49.95809279567754,10.503656379432305 50.07388924629348)
 145210630 | Thermalbad Wiesenbad                                    | BOX(12.947920806526303 50.5954402548735,13.065588467259955 50.64553335063734)
 146270290 | Thiendorf                                               | BOX(13.710334518285396 51.224206260809765,13.85650250153984 51.37679000093861)
 097720207 | Thierhaupten                                            | BOX(10.869984182993345 48.53121166912589,10.987043885090081 48.59995253913785)
 094795442 | Thiersheim                                              | BOX(12.031418648022468 50.04040127250692,12.176956801688544 50.14512694789674)
 100460118 | Tholey                                                  | BOX(6.910181842936593 49.436756378091566,7.062783744527089 49.526618177285094)
 145210640 | Thum                                                    | BOX(12.900960257810825 50.652616393171826,13.00051603383707 50.701038531452866)
 096790194 | Thüngersheim                                            | BOX(9.829807248421115 49.84786254066728,9.883258280241446 49.89550228391807)
 092725213 | Thurmansbang                                            | BOX(13.211258247568788 48.73066768304569,13.352318255290799 48.82525031639904)
 094770157 | Thurnau                                                 | BOX(11.32710448259066 49.9346282440176,11.466836815000542 50.06578031607187)
 092750150 | Thyrnau                                                 | BOX(13.512030341446422 48.56478418526329,13.589022651087813 48.65347042329636)
 092740182 | Tiefenbach                                              | BOX(12.06842881028979 48.46021649225641,12.155206507117878 48.52289800054037)
 092750151 | Tiefenbach                                              | BOX(13.288580760847521 48.60161974184292,13.443874119860489 48.671591692908486)
 093725308 | Tiefenbach                                              | BOX(12.526188621191695 49.38244278854523,12.658175320899721 49.490624414781436)
 082365007 | Tiefenbronn                                             | BOX(8.697871193997281 48.77430464637372,8.844071468148123 48.85047235201902)
 010550042 | Timmendorfer Strand                                     | BOX(10.740186462644662 53.93943389130468,10.848660005892384 54.009191243081865)
 093770154 | Tirschenreuth                                           | BOX(12.248387759968319 49.82288547915767,12.450917379380025 49.95457739683149)
 083155017 | Titisee-Neustadt                                        | BOX(8.109483482180032 47.883550365452365,8.321411835937914 48.0014252620721)
 091760164 | Titting                                                 | BOX(11.139456428574618 48.9600428502192,11.29219416363634 49.052784056961144)
 092755229 | Tittling                                                | BOX(13.329545309104397 48.69547773553893,13.455147373887133 48.761705747510376)
 091890152 | Tittmoning                                              | BOX(12.680555690288957 47.98551013607647,12.808435599248037 48.11435691566748)
 053580056 | Titz                                                    | BOX(6.336654893818901 50.93481855913053,6.500416909881507 51.04661063270783)
 083360087 | Todtnau                                                 | BOX(7.885932176646701 47.75734876466554,8.022338700802884 47.880310461087845)
 091710132 | Töging a. Inn                                           | BOX(12.560879791410615 48.238646948560536,12.622485161329621 48.28901563720136)
 051660028 | Tönisvorst                                              | BOX(6.386372596994399 51.27818762122441,6.514545430194413 51.349442597157754)
 010540138 | Tönning                                                 | BOX(8.821348503941595 54.26197778793071,8.964500407076105 54.34297673118601)
 147305311 | Torgau                                                  | BOX(12.803388840300356 51.47471736149694,13.105749756975637 51.6018931335471)
 130755559 | Torgelow-Ferdinandshof                                  | BOX(13.694268170259724 53.55870151955179,14.114633069962695 53.729281237434336)
 010560048 | Tornesch                                                | BOX(9.69721944417311 53.67276601091851,9.780866100996805 53.72462481949929)
 033535406 | Tostedt                                                 | BOX(9.581473499057626 53.186954017776316,9.893697816137527 53.35021353707635)
 072315009 | Traben-Trarbach                                         | BOX(6.902902078066545 49.901264128285305,7.254137933222824 50.09918093336087)
 093720164 | Traitsching                                             | BOX(12.577132624135265 49.09569742881956,12.71455077836537 49.18569438104857)
 091890154 | Traunreut                                               | BOX(12.525479314605292 47.919084938067996,12.664455677791853 47.9968636442226)
 091890155 | Traunstein                                              | BOX(12.57892271051414 47.832155880263116,12.702829895111021 47.93717604271163)
 010605086 | Trave-Land                                              | BOX(10.203229217214364 53.85330425376405,10.563627487811527 54.08324507808597)
 120720426 | Trebbin                                                 | BOX(13.082533442501337 52.15144126146847,13.329675589349439 52.272991774303776)
 094775439 | Trebgast                                                | BOX(11.478200161807026 50.011346495509294,11.602561392228809 50.13369052796118)
 147290400 | Trebsen/Mulde                                           | BOX(12.656973562824009 51.25940397422442,12.80410035939145 51.314727144237786)
 064330014 | Trebur                                                  | BOX(8.342479833409548 49.860853578904745,8.446686084649349 49.957793438960806)
 160630076 | Treffurt                                                | BOX(10.118321564265406 51.04800721697446,10.314352735868212 51.153267719770334)
 066330025 | Trendelburg                                             | BOX(9.31982024094539 51.527401649270956,9.53653733153335 51.626733253453466)
 130715163 | Treptower Tollensewinkel                                | BOX(13.014748141238192 53.588574602831564,13.432350691729022 53.849076787811484)
 095770173 | Treuchtlingen                                           | BOX(10.750851251275307 48.89354151084027,10.984683232169642 49.011268291478835)
 120690632 | Treuenbrietzen                                          | BOX(12.699176602029 51.97927464166408,13.02664100360707 52.1874311931061)
 145235134 | Treuen/Neuensalz                                        | BOX(12.189364919610291 50.4682796315716,12.368092338317423 50.577448719532384)
 096770154 | Triefenstein                                            | BOX(9.546284269088368 49.7748090257091,9.654660034545241 49.8327135561381)
 072110000 | Trier                                                   | BOX(6.552895244526514 49.69901875352657,6.746484737188139 49.857742172292426)
 072355007 | Trier-Land                                              | BOX(6.474962678632143 49.68176825530114,6.724763354144933 49.91760671810288)
 095715506 | Triesdorf                                               | BOX(10.595784680510128 49.151849347889254,10.699003882351542 49.238207130440024)
 092770149 | Triftern                                                | BOX(12.919061814148462 48.34630573554983,13.093372578748806 48.44515722687521)
 160755011 | Triptis                                                 | BOX(11.762143128470104 50.68669905043296,11.943614175462065 50.79928573189593)
 010625270 | Trittau                                                 | BOX(10.29803581402107 53.55444689421478,10.514719244334634 53.67838149628661)
 084150073 | Trochtelfingen                                          | BOX(9.160532268319283 48.25256864274015,9.345640126694601 48.36460425449199)
 053820068 | Troisdorf                                               | BOX(7.076943661752955 50.761615728569936,7.213414669255558 50.874450592870836)
 083275005 | Trossingen                                              | BOX(8.59913905123304 47.992682096107764,8.716001748777613 48.10223355925556)
 094795444 | Tröstau                                                 | BOX(11.885189945451128 49.970724639343295,12.062252721403224 50.06895531519867)
 094799459 | Tröstauer Forst-Ost                                     | BOX(11.957009875177135 49.98021163072977,12.035052845816269 50.01627853015443)
 094799460 | Tröstauer Forst-West                                    | BOX(11.881353782903796 49.98452632102972,11.954719068534589 50.03614351191476)
 091890157 | Trostberg                                               | BOX(12.498465150473622 47.986234628324844,12.618608132768687 48.07003554671653)
 084160041 | Tübingen                                                | BOX(8.964467347908455 48.450007535785524,9.130863732641957 48.59368897982488)
 091870179 | Tuntenhausen                                            | BOX(11.926646669415732 47.89099324316907,12.091661940125652 47.994088779481984)
 091790149 | Türkenfeld                                              | BOX(11.055550882783791 48.08780151918272,11.140270270723267 48.13138052783174)
 097785764 | Türkheim                                                | BOX(10.539184927039592 48.01413697109989,10.70789369773146 48.0983675180282)
 097780204 | Tussenhausen                                            | BOX(10.509588550509049 48.056008117872715,10.61637752416783 48.146421732118945)
 091710133 | Tüßling                                                 | BOX(12.575678888278025 48.18029037125939,12.659180425945875 48.22766984138461)
 083275006 | Tuttlingen                                              | BOX(8.68357572676416 47.87798031555796,9.021369949975321 48.05294339472436)
 091880141 | Tutzing                                                 | BOX(11.185754497954322 47.87508526682254,11.290323985121512 47.956913671673874)
 034540054 | Twist                                                   | BOX(6.995277602359717 52.588312843291355,7.191748297680167 52.76051092504746)
 066350018 | Twistetal                                               | BOX(8.863907697073458 51.28542411485228,9.048862008626282 51.38409967189066)
 032510042 | Twistringen                                             | BOX(8.450053369085065 52.72830262357047,8.703246076684822 52.85091021286578)
 053700028 | Übach-Palenberg                                         | BOX(6.015086912374575 50.89821363158934,6.155367571519353 50.953720307171196)
 100440119 | Überherrn                                               | BOX(6.660114893993678 49.21527431067441,6.762593943325813 49.3044368327803)
 084355007 | Überlingen                                              | BOX(9.065629733994808 47.74538442393576,9.254381241042603 47.859168242774686)
 091890159 | Übersee                                                 | BOX(12.424150285242892 47.79474872593073,12.518079568478074 47.86167639828155)
 082150084 | Ubstadt-Weiher                                          | BOX(8.573860382081588 49.139936280968854,8.71766839332906 49.20368628989056)
 032565408 | Uchte                                                   | BOX(8.698548986054709 52.38787222298888,8.998919745535881 52.58834624210296)
 096780186 | Üchtelhausen                                            | BOX(10.218405822064348 50.067313756224195,10.368170179648919 50.1618983575054)
 120730579 | Uckerland                                               | BOX(13.625820242042167 53.386552043078815,13.918408940627314 53.55870151955179)
 160615012 | Uder                                                    | BOX(9.980637566406191 51.277367074128364,10.130714302468474 51.390955156138254)
 130750136 | Ueckermünde                                             | BOX(13.963303997667067 53.69953247500397,14.139674509865197 53.81161856428902)
 130755560 | Uecker-Randow-Tal                                       | BOX(13.79821147925646 53.41091170535259,14.206402000510275 53.62029290461509)
 051540056 | Uedem                                                   | BOX(6.211448570410093 51.63612355825303,6.380128732337691 51.715597649534274)
 095755522 | Uehlfeld                                                | BOX(10.620950903774379 49.58700809794421,10.788190552642323 49.6918776094732)
 034565404 | Uelsen                                                  | BOX(6.68086831046052 52.435489631717104,6.966011990747154 52.574756457630926)
 033600025 | Uelzen                                                  | BOX(10.466217146430042 52.87912338802617,10.700851795383986 53.041050509392846)
 010560049 | Uetersen                                                | BOX(9.612293825542952 53.67054491345013,9.706047729876223 53.70286806130232)
 032410018 | Uetze                                                   | BOX(10.05471880681046 52.39103798339571,10.303397308260587 52.52568988605104)
 095755519 | Uffenheim                                               | BOX(10.069613723286722 49.47084193708475,10.383237145341422 49.632898485286624)
 091800134 | Uffing a. Staffelsee                                    | BOX(11.043373607548075 47.678245586627284,11.17523681795426 47.73703002752823)
 081175010 | Uhingen                                                 | BOX(9.503095504198031 48.67077237672555,9.612875730853816 48.76228060729057)
 160730109 | Uhlstädt-Kirchhasel                                     | BOX(11.3129506313106 50.68516541708872,11.54906131337142 50.81842145409775)
 084210000 | Ulm                                                     | BOX(9.843086746770535 48.30687804369102,10.04241415261728 48.46850006391118)
 071355003 | Ulmen                                                   | BOX(6.95262446116667 50.06446955090939,7.117737589031167 50.239169144644656)
 065350018 | Ulrichstein                                             | BOX(9.104546071173473 50.53366644802055,9.260312523095152 50.62087724223192)
 097789451 | Ungerhauser Wald                                        | BOX(10.271706705457884 47.98347691971884,10.295155811324085 48.01899285987107)
 071385007 | Unkel                                                   | BOX(7.209976780497048 50.57897983310195,7.329925834649848 50.638187291979534)
 059780036 | Unna                                                    | BOX(7.628699995437609 51.49043588227336,7.842999442567473 51.57862856070317)
 160645054 | Unstrut-Hainich                                         | BOX(10.383112836480553 51.04949297088422,10.624509821878707 51.194291107485135)
 150845053 | Unstruttal                                              | BOX(11.518426158567763 51.16555826980083,11.89408265694102 51.32038212103113)
 160640071 | Unstruttal                                              | BOX(10.37388367978845 51.23062389847858,10.495125346567132 51.314203048326995)
 091805135 | Unterammergau                                           | BOX(10.951886712530513 47.5592330320228,11.118289356215021 47.64338341264533)
 160630078 | Unterbreizbach                                          | BOX(9.943569871321412 50.76185805386862,10.03311104836594 50.833272951887494)
 092770151 | Unterdietfurt                                           | BOX(12.632767783233616 48.35340859412112,12.710237461798945 48.43625669683954)
 095719451 | Unterer Wald                                            | BOX(10.62355144663489 49.13146676251581,10.65926493688185 49.1432035067829)
 091840147 | Unterföhring                                            | BOX(11.627746760652883 48.17345452157232,11.696728390618166 48.20834864881783)
 092750153 | Untergriesbach                                          | BOX(13.581313991134103 48.51300820809267,13.756388662874746 48.6360393095548)
 091840148 | Unterhaching                                            | BOX(11.59053217658156 48.05256521003776,11.65047897870086 48.08669093310917)
 096740210 | Untermerzbach                                           | BOX(10.79485274898222 50.07254585169355,10.87929543669478 50.15751701178135)
 091715106 | Unterneukirchen                                         | BOX(12.578710168193457 48.13846633241522,12.737467484798962 48.21786867259758)
 096790201 | Unterpleichfeld                                         | BOX(9.978065083108747 49.847704732139135,10.082759399331334 49.90344891892878)
 097759455 | Unterroggenburger Wald                                  | BOX(10.235260867090677 48.233159704721565,10.315164180838968 48.29303728000985)
 091840149 | Unterschleißheim                                        | BOX(11.51505168741531 48.25510340481977,11.595266348048662 48.299545801297384)
 094730170 | Untersiemau                                             | BOX(10.914114287541457 50.17310021637217,11.010992102698754 50.226925134948715)
 120615114 | Unterspreewald                                          | BOX(13.41095370430888 51.89498928965453,13.935562535095617 52.13129761253832)
 094775437 | Untersteinach                                           | BOX(11.47302680273588 50.11069821789465,11.619271989135624 50.18521877708072)
 097775755 | Unterthingau                                            | BOX(10.43493110754117 47.66034971972016,10.54586193765077 47.81606713099166)
 160730111 | Unterwellenborn                                         | BOX(11.354078858162318 50.607517542412374,11.521118076104711 50.710693781113875)
 091890160 | Unterwössen                                             | BOX(12.408228294532243 47.68913356184215,12.531334989742888 47.75335271049666)
 034570020 | Uplengen                                                | BOX(7.666013007189811 53.232222099270324,7.885607590866579 53.3758751792547)
 097740116 | Ursberg                                                 | BOX(10.404516216137695 48.205908488214284,10.47748255195454 48.28732946417738)
 093710154 | Ursensollen                                             | BOX(11.7030284688285 49.32549047847782,11.856083876421204 49.43009759165511)
 130755561 | Usedom-Nord                                             | BOX(13.749296748957734 54.0532275792173,13.935107587767273 54.178322330577814)
 130755562 | Usedom-Süd                                              | BOX(13.82178700018287 53.8397880602748,14.215371851599249 54.07553956548572)
 064340011 | Usingen                                                 | BOX(8.435278529449361 50.3044788819626,8.612432944219584 50.39816910167362)
 031550012 | Uslar                                                   | BOX(9.495960942003059 51.55207694635005,9.766687350941535 51.727089180472326)
 095725514 | Uttenreuth                                              | BOX(11.018850603870964 49.57833484394905,11.118495713857266 49.63784194472964)
 091810144 | Utting am Ammersee                                      | BOX(11.035539327309392 47.98678331397838,11.10065829901488 48.04370614142349)
 160630082 | Vacha                                                   | BOX(9.991351163030128 50.75551066905869,10.087347104743683 50.88004027575129)
 081185008 | Vaihingen an der Enz                                    | BOX(8.900595887941455 48.85476454753049,9.048429879707927 49.021314791558275)
 071375007 | Vallendar                                               | BOX(7.571179383719072 50.371558804136185,7.680986555043068 50.434744503622376)
 091820133 | Valley                                                  | BOX(11.719444805460622 47.83358364022697,11.806778364748281 47.94258625652215)
 034550026 | Varel                                                   | BOX(8.032323626805805 53.32130723941827,8.207268460547406 53.45268969601295)
 091750132 | Vaterstetten                                            | BOX(11.747778076053322 48.08804501806951,11.844781017962735 48.159704229516656)
 031570007 | Vechelde                                                | BOX(10.292791665150583 52.19282655266741,10.45300928147772 52.30627796564129)
 034600009 | Vechta                                                  | BOX(8.195530711922368 52.68678328574482,8.383944820062315 52.800804271319365)
 160690053 | Veilsdorf                                               | BOX(10.752244458664416 50.379108813987386,10.87726681189674 50.43997697143756)
 095735517 | Veitsbronn                                              | BOX(10.831073257970154 49.46718774973809,10.920344747002758 49.52855513711121)
 096790202 | Veitshöchheim                                           | BOX(9.864592795380155 49.82055100593105,9.920748060227277 49.86269964014957)
 051580032 | Velbert                                                 | BOX(6.999246745642152 51.292974380513115,7.169593920893816 51.38149549675839)
 093730167 | Velburg                                                 | BOX(11.552842621505732 49.18640505288537,11.78894308370418 49.340134697077296)
 092745227 | Velden                                                  | BOX(12.170002438678612 48.31634643272389,12.374036229151471 48.42480112319621)
 095745527 | Velden                                                  | BOX(11.428328218949181 49.52274733832502,11.561257605590365 49.64491025858345)
 094729468 | Veldensteiner Forst                                     | BOX(11.44753106585084 49.63954749160678,11.564258520442493 49.729688743348675)
 055540064 | Velen                                                   | BOX(6.879520838885729 51.85061031987041,7.049129442998799 51.94213284885169)
 066330026 | Vellmar                                                 | BOX(9.42823742088738 51.34268986836976,9.501291446660316 51.38185199210611)
 031545404 | Velpke                                                  | BOX(10.852298811371462 52.32851927146698,11.074744995434957 52.47179492736119)
 120650332 | Velten                                                  | BOX(13.151325546098224 52.65788650736275,13.250332654675049 52.71904643888984)
 033610012 | Verden (Aller)                                          | BOX(9.160036354431575 52.87713920879348,9.314503102448436 53.00347297765348)
 057540044 | Verl                                                    | BOX(8.447294058314395 51.83101003332698,8.60126834326433 51.92603005822989)
 057540048 | Versmold                                                | BOX(8.075477753161504 51.99723231151353,8.261332132787945 52.08817160089167)
 084255010 | Verwaltungsgemeinschaft Munderkingen                    | BOX(9.489158048555757 48.1572104153569,9.745898773202534 48.281145301245616)
 120660320 | Vetschau/Spreewald                                      | BOX(13.986976065939372 51.69469802780515,14.143706501027841 51.86187231107184)
 053580060 | Vettweiß                                                | BOX(6.517718883227792 50.68917480799816,6.700452648345014 50.78803441910612)
 092760144 | Viechtach                                               | BOX(12.841686341886575 49.04416594546985,12.994905099887545 49.13755928707647)
 094710207 | Viereth-Trunstadt                                       | BOX(10.713094489908267 49.90331338827023,10.801937530478245 49.94130328228479)
 091740150 | Vierkirchen                                             | BOX(11.419176238752136 48.34372248717654,11.524492573971663 48.38740129393603)
 064310020 | Viernheim                                               | BOX(8.495032435020088 49.51746242897668,8.621299695655349 49.59348164207819)
 051660032 | Viersen                                                 | BOX(6.263611046171798 51.21654585233391,6.458012028872491 51.32308530917095)
 083255007 | Villingendorf                                           | BOX(8.523207938108351 48.185634548954035,8.612264309230564 48.26780450387005)
 083265004 | Villingen-Schwenningen                                  | BOX(8.308108915112648 47.981036962108824,8.64396881597611 48.16879023557392)
 065330015 | Villmar                                                 | BOX(8.15524351158432 50.3578033962848,8.298071179477285 50.44096154673734)
 092740184 | Vilsbiburg                                              | BOX(12.2726376974279 48.38371802424615,12.42933894629825 48.494208384475)
 093710156 | Vilseck                                                 | BOX(11.724551670839402 49.564197658409554,11.88297564898077 49.65294219128305)
 092740185 | Vilsheim                                                | BOX(12.07066079148703 48.41616510676744,12.162408805475598 48.47296471526675)
 092750154 | Vilshofen an der Donau                                  | BOX(13.091514410650161 48.57099354604752,13.319057318486463 48.68027773212883)
 010545453 | Viöl                                                    | BOX(9.092791606728992 54.47751251293486,9.31192287552188 54.658372622097296)
 034600010 | Visbek                                                  | BOX(8.235421532321963 52.77600279436517,8.407100214712802 52.88425755540742)
 033570051 | Visselhövede                                            | BOX(9.437318620894564 52.917411134987674,9.680422220558349 53.06371272130984)
 057580036 | Vlotho                                                  | BOX(8.729165663477199 52.10168783255001,8.927116076331515 52.196205493360125)
 051700044 | Voerde (Niederrhein)                                    | BOX(6.586762965433261 51.56308401521869,6.721446216941435 51.6369360615883)
 084365006 | Vogt                                                    | BOX(9.72966739615415 47.74910374653768,9.837026356586533 47.87914834459958)
 091870181 | Vogtareuth                                              | BOX(12.131656193721014 47.89330268655083,12.233590694181373 47.97461883068116)
 160645053 | Vogtei                                                  | BOX(10.298967824323103 51.09562004859184,10.486646015443956 51.18878106412117)
 083150133 | Vogtsburg im Kaiserstuhl                                | BOX(7.573677352793517 48.05319618146536,7.70058937393001 48.11676771464028)
 091860158 | Vohburg a.d. Donau                                      | BOX(11.551079995879311 48.720121441825945,11.670316282571408 48.814335326222526)
 093740162 | Vohenstrauß                                             | BOX(12.239359476725454 49.55810862958999,12.412791845667748 49.667357976089825)
 066350019 | Vöhl                                                    | BOX(8.813752911236179 51.107056177685344,9.0005566068336 51.24783471250501)
 083260068 | Vöhrenbach                                              | BOX(8.191007811465584 47.96520800310443,8.363413702932686 48.08144632041685)
 097750162 | Vöhringen                                               | BOX(10.03669879555504 48.26216131434958,10.137099102540724 48.31474962892999)
 031589503 | Voigtsdahlum                                            | BOX(10.838126511188221 52.14633387166475,10.889277622269628 52.18088706882353)
 096755619 | Volkach                                                 | BOX(10.162206092833673 49.8167742290673,10.318958166751438 49.91591834124402)
 100410519 | Völklingen                                              | BOX(6.711208355730201 49.16367513064396,6.910971271396957 49.27479083195338)
 066350020 | Volkmarsen                                              | BOX(9.026810489869204 51.35645842847533,9.174385266321455 51.466003003242776)
 096789456 | Vollburg                                                | BOX(10.450616095151284 49.89615682739275,10.472339436578626 49.91140342300644)
 081175011 | Voralb                                                  | BOX(9.625176792854777 48.62774383895886,9.68863290647808 48.68504837677954)
 071375003 | Vordereifel                                             | BOX(6.973801719681931 50.257904633214686,7.273589715255449 50.405714623687075)
 083365008 | Vorderes Kandertal                                      | BOX(7.574972524168763 47.61988890713851,7.700532962914456 47.68031592503065)
 094799461 | Vordorfer Forst                                         | BOX(11.8578446959255 50.024151224910504,11.923160684164289 50.0641056536795)
 150855051 | Vorharz                                                 | BOX(11.045450574717087 51.79850268463997,11.34356117248535 52.00338097902057)
 055540068 | Vreden                                                  | BOX(6.686678387705105 51.993532014338314,6.910914953884292 52.12795578611827)
 091820134 | Waakirchen                                              | BOX(11.622546068689886 47.71444226091263,11.725562932533197 47.82455841770648)
 066340025 | Wabern                                                  | BOX(9.267029006985382 51.05942113767859,9.43289393529184 51.13434812869106)
 146250600 | Wachau                                                  | BOX(13.851772718519381 51.134815025249594,13.98841394488871 51.202452829749625)
 073325006 | Wachenheim an der Weinstraße                            | BOX(8.05984996337615 49.39807519214738,8.283674339905104 49.479151000986555)
 095720160 | Wachenroth                                              | BOX(10.66924125928999 49.717040006757664,10.766899296294868 49.78017633874735)
 053820072 | Wachtberg                                               | BOX(7.037949173844469 50.58590966042668,7.195200521213574 50.65969235994618)
